monthly_charges,total_charges,contract_type,tenure,tech_support,churn
68.98,1724.5,one year,71,no,yes
90.55,4346.4,one year,66,no,yes
105.19,6311.4,,32,yes,yes
32.21,1642.71,month-to-month,40,no,no
65.17,1173.06,one year,28,no,no
116.73,4552.47,month-to-month,40,yes,no
65.01,1235.19,two year,59,yes,no
28.54,371.02,two year,13,yes,no
71.15,3770.95,month-to-month,54,no,yes
75.07,750.7,one year,18,no,no
111.08,7553.44,two year,34,yes,yes
61.09,3237.77,two year,58,,yes
66.44,132.88,one year,24,yes,no
51.1,2912.7,month-to-month,64,yes,no
89.17,1605.06,,54,no,no
85.54,,one year,22,yes,no
82.32,5186.16,month-to-month,68,yes,no
80.71,,month-to-month,70,no,no
22.18,1264.26,month-to-month,48,no,yes
43.75,2231.25,two year,19,yes,no
36.47,218.82,one year,55,yes,no
90.09,5225.22,one year,43,yes,no
,2385.76,one year,20,yes,no
111.99,3359.7,one year,39,yes,no
113.62,4658.42,one year,33,yes,no
25.74,1750.32,two year,4,no,yes
62.76,1694.52,two year,9,,yes
30.05,1021.7,one year,36,no,no
72.89,2040.92,month-to-month,9,no,no
45.68,456.8,month-to-month,24,yes,no
90.75,1452,one year,57,yes,no
93.88,1689.84,one year,28,yes,no
116.24,8253.04,month-to-month,48,no,no
37.18,1078.22,two year,42,no,no
118.84,1188.4,one year,5,no,no
76.51,5432.21,one year,72,yes,no
39.94,1717.42,month-to-month,2,yes,no
87.87,4481.37,two year,43,,no
77.65,,month-to-month,62,yes,no
,1506.32,one year,18,no,no
74.92,4944.72,two year,50,no,yes
55.48,998.64,month-to-month,60,,no
60.1,4207,two year,52,no,no
,588.84,one year,8,no,no
33.66,1144.44,one year,23,yes,no
109.25,2512.75,month-to-month,48,yes,yes
35.89,2225.18,month-to-month,38,no,no
42.36,1059,month-to-month,11,no,yes
106.16,5732.64,two year,71,no,yes
72.32,795.52,one year,14,yes,yes
86.31,345.24,month-to-month,11,yes,no
68.24,2388.4,month-to-month,3,yes,no
68.76,275.04,month-to-month,29,yes,no
86.35,3108.6,month-to-month,34,no,yes
88.02,4665.06,two year,26,yes,yes
99.19,793.52,month-to-month,30,yes,no
27.71,803.59,one year,52,no,no
,2296.79,two year,17,yes,yes
94.77,1611.09,two year,22,yes,no
59.11,1950.63,month-to-month,49,yes,yes
55.87,391.09,one year,4,yes,no
86.22,2845.26,month-to-month,4,yes,no
69.72,4183.2,two year,9,,yes
76.5,1377,one year,50,yes,no
110.93,,month-to-month,51,yes,yes
83.23,4161.5,one year,10,no,no
87.71,2894.43,,14,yes,no
31.38,502.08,two year,65,yes,no
38.69,967.25,one year,37,yes,yes
33.32,766.36,month-to-month,32,yes,no
116.97,6082.44,month-to-month,39,yes,no
82.79,2732.07,two year,63,no,no
65.84,855.92,one year,8,yes,no
29.92,1107.04,one year,14,yes,yes
71.89,4385.29,month-to-month,38,no,no
95.73,5073.69,one year,68,,no
102.47,2254.34,one year,31,no,no
24.03,312.39,one year,15,no,yes
46.2,138.6,month-to-month,60,yes,yes
113.86,1935.62,one year,4,no,no
46.81,1685.16,one year,10,no,yes
60.35,1508.75,one year,64,no,no
23.9,95.6,month-to-month,39,no,no
48.35,531.85,two year,56,no,yes
71.05,4689.3,month-to-month,29,yes,no
88.93,5691.52,two year,1,no,no
102.65,1642.4,month-to-month,44,no,no
66.06,,one year,2,no,no
107.42,2900.34,month-to-month,46,no,no
119.3,4652.7,one year,42,,yes
63.83,2808.52,month-to-month,6,no,no
69.1,345.5,month-to-month,31,yes,no
66.25,2120,one year,13,,yes
95.14,1902.8,,29,yes,no
,7389.9,one year,15,yes,no
24.5,122.5,,5,yes,no
50.16,1404.48,,31,yes,no
53.24,1810.16,two year,18,no,no
107.85,4529.7,month-to-month,18,no,no
45.6,2006.4,two year,58,yes,yes
48.48,1987.68,one year,63,no,no
77.18,3627.46,,55,yes,yes
46.9,3283,two year,7,no,no
79.61,2786.35,month-to-month,2,no,yes
116.06,4178.16,one year,1,yes,no
79.36,5475.84,month-to-month,57,yes,no
49.59,2429.91,month-to-month,66,yes,no
39.69,793.8,month-to-month,14,no,yes
37.51,225.06,one year,47,no,no
75.77,4318.89,one year,41,yes,no
91.76,4771.52,month-to-month,68,yes,no
29.37,293.7,two year,6,no,yes
52.06,208.24,two year,30,no,no
75.12,600.96,one year,33,no,yes
111.66,4578.06,month-to-month,23,no,yes
60.97,2255.89,one year,51,yes,no
73.48,2645.28,month-to-month,56,no,yes
36.07,649.26,month-to-month,50,no,yes
61.09,1466.16,one year,14,no,no
74.57,4548.77,month-to-month,27,,yes
47.13,2592.15,month-to-month,38,yes,yes
60.3,2773.8,two year,15,no,no
64.6,3359.2,month-to-month,21,yes,no
114.72,5850.72,two year,48,no,yes
98.9,4945,two year,39,no,no
26.27,288.97,two year,3,no,no
53.62,1179.64,one year,9,no,no
111.83,2460.26,two year,51,no,no
25.49,866.66,one year,44,yes,yes
24.24,533.28,month-to-month,58,,no
41.49,2904.3,month-to-month,43,,no
117.09,,month-to-month,20,yes,no
115.6,7860.8,month-to-month,2,no,no
73.48,4261.84,month-to-month,10,yes,no
35.68,2497.6,month-to-month,65,yes,no
83.72,1255.8,month-to-month,55,no,no
76.07,1141.05,month-to-month,25,yes,no
48.94,2495.94,two year,52,no,no
112.99,4858.57,two year,6,no,no
36.19,1266.65,two year,63,yes,yes
114.38,2630.74,month-to-month,10,no,yes
45.98,1931.16,month-to-month,45,yes,no
83.43,3003.48,two year,47,yes,no
28.19,1832.35,one year,25,no,yes
115.71,3471.3,two year,64,no,no
37.53,750.6,two year,68,yes,no
60.74,971.84,month-to-month,68,yes,no
68.82,3441,month-to-month,34,yes,no
113.47,1361.64,two year,60,no,no
71.71,1721.04,two year,66,no,no
102.72,4622.4,two year,54,no,no
70.9,3119.6,two year,48,no,no
69.16,622.44,two year,50,no,no
96.88,5231.52,two year,23,no,no
79.62,1990.5,month-to-month,22,no,no
75.68,4767.84,month-to-month,8,no,no
21.66,823.08,month-to-month,38,no,yes
102.67,718.69,one year,70,yes,no
85.06,765.54,two year,30,no,no
44.9,1661.3,month-to-month,40,no,no
,626.43,two year,50,no,no
85.2,1789.2,one year,20,yes,no
33.07,1223.59,two year,9,yes,no
118.11,7440.93,one year,10,,no
23.08,784.72,one year,42,no,no
66.94,2409.84,two year,45,no,no
35.14,491.96,month-to-month,43,yes,no
42.61,2215.72,,61,yes,no
96.1,6823.1,one year,14,no,no
69.44,1041.6,two year,11,yes,no
89.59,89.59,month-to-month,27,no,no
70.95,4469.85,month-to-month,1,no,no
34.41,1961.37,one year,58,no,no
69.7,2091,month-to-month,3,yes,no
113.39,453.56,one year,60,no,no
40.5,2268,month-to-month,56,yes,no
112.1,2242,two year,43,no,yes
114.29,2971.54,two year,34,no,no
116.95,2222.05,two year,19,no,yes
,138.72,two year,64,no,yes
44.34,3103.8,two year,26,yes,no
48.03,2305.44,month-to-month,13,yes,no
45.35,2040.75,one year,8,no,no
98.83,1778.94,two year,7,no,no
38.86,1826.42,month-to-month,14,no,yes
51.65,981.35,one year,5,no,no
69.89,4822.41,one year,49,,no
66.57,532.56,month-to-month,10,no,no
80.67,1048.71,month-to-month,52,,no
74.65,,two year,19,yes,no
85.08,4424.16,one year,7,no,no
22.19,1198.26,one year,17,yes,no
104.27,5422.04,two year,62,yes,no
49.24,2855.92,month-to-month,37,yes,no
117.66,235.32,one year,68,yes,no
33.83,2131.29,one year,17,,no
84.58,2452.82,month-to-month,48,no,no
48.1,2453.1,two year,42,yes,no
23.11,600.86,month-to-month,42,no,yes
74.06,4591.72,month-to-month,58,yes,no
28.36,1219.48,one year,13,,no
38.28,38.28,month-to-month,7,,yes
84.65,5417.6,month-to-month,30,yes,no
42.02,1848.88,two year,59,yes,no
32.99,2210.33,two year,6,yes,no
68.34,2118.54,month-to-month,54,yes,yes
37.28,223.68,one year,40,,no
47.93,1533.76,month-to-month,53,yes,no
21.42,42.84,two year,51,no,no
103.63,5803.28,month-to-month,44,no,no
58.95,2711.7,two year,59,no,no
,1083.16,one year,18,no,no
110.76,5427.24,one year,36,no,no
54.79,3396.98,one year,15,yes,no
115.17,5873.67,month-to-month,11,yes,no
44.24,752.08,month-to-month,66,no,no
107.37,2898.99,two year,53,yes,no
85.87,3950.02,two year,10,yes,no
89.42,1788.4,one year,6,yes,yes
108.03,2592.72,two year,11,yes,no
60.23,1325.06,month-to-month,24,yes,no
51.04,2092.64,two year,38,no,no
93.69,,two year,23,yes,no
109.1,436.4,month-to-month,60,no,yes
64.59,516.72,one year,59,no,no
59.91,3534.69,one year,34,no,no
40.99,1598.61,month-to-month,21,no,no
39.04,2654.72,month-to-month,43,no,no
102.29,2352.67,month-to-month,49,yes,yes
100.06,1500.9,one year,48,yes,no
,1862.46,month-to-month,19,no,no
102.4,7270.4,month-to-month,27,no,no
95.25,1619.25,two year,55,,no
39.2,823.2,two year,67,no,no
72.75,2037,one year,47,yes,no
28.54,684.96,two year,6,yes,no
107.73,5278.77,month-to-month,38,yes,no
25.2,1209.6,,69,,yes
94.84,2465.84,month-to-month,1,no,no
41.68,708.56,two year,48,no,no
76.92,3922.92,month-to-month,20,yes,no
36.62,2307.06,two year,51,no,no
119.49,7527.87,two year,72,yes,no
63.4,63.4,month-to-month,13,yes,no
54.88,2524.48,one year,25,no,yes
24.32,340.48,month-to-month,56,no,yes
94.08,3386.88,two year,17,no,no
27.13,732.51,,43,yes,no
96.33,4045.86,two year,61,no,yes
33.03,825.75,one year,35,yes,no
88.33,5564.79,one year,6,yes,no
31.48,1479.56,month-to-month,31,no,no
83.79,3016.44,month-to-month,59,yes,no
86.67,2686.77,one year,8,no,no
98.32,3637.84,two year,52,,no
60.5,1028.5,one year,20,yes,yes
86.41,4061.27,month-to-month,3,yes,no
80.78,1696.38,one year,1,no,no
95.68,765.44,,38,yes,no
32.36,1326.76,two year,5,yes,no
52.47,734.58,two year,39,no,no
67.16,2149.12,two year,2,,yes
61.88,4331.6,one year,55,no,no
114.68,5275.28,one year,51,yes,no
74.91,1498.2,,47,yes,no
70.78,212.34,month-to-month,65,yes,no
40.38,847.98,month-to-month,66,yes,no
63.5,4127.5,one year,67,yes,no
25.39,558.58,two year,63,,no
99.51,995.1,month-to-month,3,yes,no
36.16,2278.08,two year,37,yes,no
74.49,1340.82,two year,33,no,yes
108.33,3574.89,one year,40,yes,no
53.27,1544.83,one year,69,yes,no
42.08,252.48,two year,52,,yes
63.21,3539.76,two year,25,yes,yes
24.81,,month-to-month,19,no,no
85.81,2059.44,month-to-month,68,yes,yes
114.89,6663.62,two year,47,yes,no
89.64,5826.6,month-to-month,28,no,yes
114.05,8097.55,two year,7,no,no
69.11,3109.95,month-to-month,56,no,yes
91.83,3948.69,two year,21,no,yes
29.8,864.2,one year,10,no,yes
71.06,3268.76,month-to-month,51,no,yes
82.89,4144.5,two year,21,yes,no
,1676.84,,35,no,no
48.82,1855.16,two year,24,no,no
71.88,4025.28,month-to-month,49,no,no
79.86,4711.74,month-to-month,38,no,no
51.69,516.9,month-to-month,28,yes,no
47.47,1376.63,one year,51,yes,yes
101,1616,two year,19,yes,yes
84.34,4554.36,one year,57,no,no
104.94,1679.04,two year,43,yes,no
44.67,3082.23,one year,1,no,yes
63.18,4359.42,,30,yes,yes
105.77,2221.17,one year,31,no,no
,87.39,month-to-month,61,no,yes
33.71,1752.92,one year,34,yes,yes
58.94,4184.74,one year,8,no,yes
26.9,161.4,month-to-month,64,no,no
28,1736,month-to-month,52,yes,no
106.86,4808.7,month-to-month,62,yes,no
58.76,4054.44,two year,50,no,yes
41.79,,month-to-month,35,no,no
116.51,4543.89,month-to-month,50,no,no
51.38,1541.4,one year,23,no,no
21.21,996.87,one year,8,yes,yes
82.91,5472.06,month-to-month,52,yes,no
91.75,2202,two year,32,,no
45.79,641.06,month-to-month,52,,no
71.8,359,one year,36,no,no
25.66,821.12,two year,14,yes,no
106.3,744.1,one year,62,no,yes
53.9,808.5,one year,56,,no
104.96,4828.16,month-to-month,63,no,no
87.87,2899.71,one year,59,yes,no
22.39,1097.11,one year,31,,no
35.69,2533.99,one year,53,yes,no
33.1,1919.8,month-to-month,39,,no
77.72,310.88,month-to-month,60,no,no
26.2,1336.2,month-to-month,50,no,no
55.43,2937.79,month-to-month,43,no,no
79.37,4206.61,two year,53,no,no
107.16,1714.56,one year,51,no,no
26.88,1344,month-to-month,35,yes,yes
60.93,3777.66,month-to-month,3,no,no
31.67,1171.79,two year,41,yes,no
43.75,962.5,month-to-month,38,no,yes
36.83,957.58,two year,24,yes,no
69.28,4087.52,two year,27,,no
57.68,3403.12,month-to-month,47,no,yes
58.05,116.1,one year,67,no,yes
85.62,2226.12,two year,63,yes,yes
97.15,777.2,one year,47,no,yes
71.71,860.52,two year,35,yes,no
46.86,796.62,month-to-month,30,yes,no
110.9,6432.2,month-to-month,29,,no
25.47,1146.15,month-to-month,14,,no
68.51,3288.48,one year,20,no,no
91.3,1826,month-to-month,64,,no
40.8,1060.8,one year,51,no,no
106.51,639.06,one year,6,,no
39.13,626.08,one year,22,yes,yes
34.11,989.19,two year,59,no,no
110.31,5294.88,one year,25,no,yes
55.7,389.9,one year,17,yes,no
77.57,4421.49,month-to-month,2,yes,no
25.56,1814.76,one year,66,yes,no
70.24,3090.56,month-to-month,60,yes,no
98.24,,month-to-month,58,no,no
79.19,1583.8,one year,22,no,yes
70.79,3539.5,month-to-month,11,,no
76.32,4884.48,one year,68,no,yes
105.3,5475.6,month-to-month,13,no,no
44.73,2773.26,two year,26,no,no
116.53,3379.37,two year,20,no,no
81.15,730.35,one year,33,no,no
106.56,2237.76,two year,10,yes,no
74.67,373.35,month-to-month,72,yes,no
97.1,6020.2,one year,72,yes,no
98.57,591.42,one year,55,,no
116.56,8042.64,two year,12,,yes
64.02,4161.3,month-to-month,17,yes,no
39.48,947.52,,56,no,no
34.53,103.59,month-to-month,63,,yes
111.65,558.25,month-to-month,55,yes,no
65.22,3456.66,month-to-month,35,yes,yes
44.72,357.76,one year,71,yes,yes
70.27,3091.88,one year,40,no,no
23.12,92.48,two year,64,no,yes
87.56,2364.12,one year,37,yes,yes
92.48,2959.36,one year,52,no,no
92.27,5628.47,month-to-month,57,no,no
51.56,3402.96,month-to-month,33,yes,no
82.34,82.34,two year,31,,no
25.7,282.7,month-to-month,25,no,no
116.16,116.16,month-to-month,23,no,no
75.39,3241.77,month-to-month,18,yes,no
75.79,2955.81,two year,24,no,no
58.65,3988.2,one year,51,yes,no
113.27,7702.36,month-to-month,31,no,yes
74.94,1423.86,two year,18,no,no
88.78,5948.26,two year,34,yes,no
24.34,754.54,two year,33,no,yes
36.09,1190.97,month-to-month,40,,yes
68.09,3404.5,one year,2,,no
25.78,1005.42,one year,72,no,no
36.44,546.6,one year,42,yes,no
80.58,725.22,two year,22,no,no
41.18,2594.34,month-to-month,15,no,no
112.94,5759.94,two year,63,no,yes
68.18,2113.58,month-to-month,58,yes,no
66.07,4360.62,month-to-month,5,no,yes
109.61,1644.15,month-to-month,23,yes,no
91.02,3094.68,one year,17,no,yes
57.9,2200.2,two year,61,no,no
56.97,455.76,one year,24,yes,no
88.32,5564.16,month-to-month,59,yes,no
77.19,5480.49,,65,no,no
96.11,2402.75,one year,7,yes,no
50.63,2784.65,two year,60,,yes
35.77,751.17,month-to-month,69,yes,no
55.51,3719.17,two year,29,no,yes
48.18,1397.22,two year,6,,yes
71.04,3836.16,,62,no,yes
63.13,252.52,month-to-month,57,yes,no
43.19,1166.13,month-to-month,45,yes,no
113.26,1472.38,month-to-month,23,yes,no
46.97,2583.35,month-to-month,30,yes,no
52.45,2727.4,one year,71,no,no
21.14,126.84,two year,55,no,yes
105.8,6877,month-to-month,67,yes,no
95.34,6483.12,month-to-month,22,no,no
27.61,773.08,one year,66,no,no
106.44,4470.48,month-to-month,28,no,yes
62.49,1249.8,month-to-month,48,yes,yes
106.89,3420.48,one year,21,yes,no
86.58,3896.1,month-to-month,30,yes,no
24.49,244.9,month-to-month,31,yes,yes
106.24,4037.12,one year,33,no,no
82.58,3881.26,two year,55,yes,no
44.12,2735.44,two year,62,yes,no
75.19,4736.97,one year,63,no,no
36.84,1694.64,two year,12,yes,no
93.79,2063.38,month-to-month,21,no,no
53.88,1185.36,month-to-month,10,no,yes
45.76,549.12,two year,7,no,no
47.09,188.36,one year,55,yes,yes
100.37,3412.58,month-to-month,69,no,no
24.82,769.42,month-to-month,34,,no
49.63,1389.64,one year,29,no,yes
57.62,3284.34,two year,25,yes,no
77.76,1477.44,one year,47,,no
60.66,727.92,two year,29,no,no
68.79,4333.77,month-to-month,49,no,no
59.29,592.9,month-to-month,70,yes,yes
52.56,3679.2,month-to-month,35,,yes
84.87,2970.45,one year,52,,no
74.42,2232.6,two year,72,yes,no
35.6,1103.6,one year,51,no,yes
38.91,428.01,month-to-month,26,yes,no
29.54,1861.02,month-to-month,13,yes,no
71.72,502.04,two year,44,yes,no
101.37,6690.42,,71,,no
89.97,6387.87,month-to-month,11,yes,yes
56.01,2912.52,two year,20,yes,no
86.05,344.2,two year,72,no,yes
89.51,4117.46,month-to-month,45,no,yes
119.56,1076.04,one year,60,no,no
66.43,2059.33,two year,58,no,no
67.08,3219.84,month-to-month,60,no,no
112.28,4266.64,two year,15,no,yes
87.57,612.99,two year,20,yes,yes
96.23,384.92,month-to-month,57,yes,yes
86.79,1215.06,two year,4,no,no
119.17,5600.99,two year,50,yes,no
105.22,5787.1,two year,41,no,no
,5299.45,two year,42,no,no
61.63,1232.6,month-to-month,62,,no
104.16,4999.68,one year,29,no,yes
27.83,1530.65,two year,9,no,no
79.84,558.88,two year,69,yes,yes
55.94,2741.06,month-to-month,32,no,no
55.33,1659.9,one year,25,no,no
105.91,,one year,34,no,no
55.5,2664,one year,41,no,no
46.91,2767.69,month-to-month,1,no,no
38.55,2313,month-to-month,57,yes,no
,2533.32,,35,no,no
81.66,571.62,two year,55,yes,no
89.6,985.6,month-to-month,70,yes,no
,2339.1,one year,29,yes,no
101.4,608.4,month-to-month,18,no,no
107.64,7642.44,two year,53,yes,no
70.19,4702.73,one year,39,yes,no
65.11,1302.2,month-to-month,31,yes,no
66.48,398.88,month-to-month,23,no,no
35.48,2057.84,two year,23,no,no
63.7,3630.9,two year,65,no,no
97.59,5269.86,,51,yes,no
79.77,5264.82,,4,no,no
45.89,1697.93,month-to-month,46,no,yes
45.32,1812.8,one year,23,yes,no
20.93,1255.8,month-to-month,28,no,no
22.01,968.44,one year,7,no,yes
99.51,696.57,two year,31,,no
,3537.72,one year,22,yes,no
47.21,1557.93,month-to-month,59,yes,no
80.97,,two year,3,no,yes
39.19,2547.35,one year,30,no,yes
88.95,5159.1,two year,48,yes,no
70.29,1335.51,one year,15,yes,no
85.4,768.6,two year,20,yes,no
95.49,4774.5,two year,28,yes,no
41,1886,two year,44,yes,yes
116.6,8278.6,one year,11,no,yes
61.5,861,one year,60,no,no
59.72,,one year,2,yes,no
102.99,308.97,month-to-month,36,yes,no
85.58,2909.72,,3,,yes
104.49,940.41,one year,8,yes,yes
39.76,278.32,month-to-month,27,no,no
92.03,2484.81,month-to-month,35,yes,yes
88.61,3189.96,,27,yes,no
99.26,5558.56,month-to-month,26,yes,no
45.2,2938,two year,48,no,no
23.25,790.5,two year,28,yes,no
61.65,3883.95,one year,70,yes,no
56.94,,month-to-month,18,no,no
92.76,5194.56,two year,10,yes,no
40.93,368.37,month-to-month,53,no,no
87.74,3070.9,month-to-month,42,no,no
84.82,3732.08,month-to-month,55,yes,no
114.46,915.68,month-to-month,38,,no
83.06,1079.78,month-to-month,71,no,no
45.83,2016.52,month-to-month,9,yes,yes
102.84,3599.4,month-to-month,68,yes,no
34.12,2286.04,one year,12,no,yes
71.9,2588.4,one year,40,no,no
93.16,6521.2,two year,12,yes,no
74.02,,month-to-month,8,no,no
110.15,6278.55,month-to-month,35,yes,no
101.06,5760.42,month-to-month,67,yes,no
109.48,2627.52,two year,65,no,yes
59.62,3517.58,two year,26,yes,no
60.35,362.1,month-to-month,68,yes,no
92.53,2128.19,month-to-month,22,yes,yes
77.79,2333.7,one year,14,yes,yes
97.46,974.6,month-to-month,8,yes,no
89.7,1704.3,month-to-month,2,,no
78.69,3619.74,month-to-month,48,yes,yes
48.19,3276.92,one year,39,no,no
99.79,5787.82,one year,60,no,no
37.05,2371.2,two year,69,yes,no
91.41,4844.73,month-to-month,56,,no
79.74,3269.34,one year,46,,yes
25.04,1502.4,two year,51,yes,no
71.07,2842.8,one year,17,yes,no
75.07,3678.43,,11,yes,no
93.15,1769.85,,25,yes,no
40.71,569.94,one year,5,no,yes
92.03,4509.47,month-to-month,52,yes,no
43.23,734.91,two year,56,yes,no
92.06,,month-to-month,7,yes,no
109.84,,month-to-month,27,,no
107.51,4407.91,one year,21,,no
99.2,1587.2,month-to-month,36,no,yes
86.74,5291.14,month-to-month,48,no,yes
60.22,2830.34,month-to-month,46,yes,no
113.77,6826.2,two year,53,yes,no
111.08,6998.04,two year,29,no,no
86.67,2166.75,one year,65,no,no
53.54,3747.8,two year,29,yes,no
43.75,2187.5,two year,47,yes,no
26.38,184.66,month-to-month,33,yes,no
113.43,,month-to-month,41,yes,no
87.8,2634,,69,yes,no
87.65,1577.7,one year,54,yes,no
62.69,1755.32,one year,8,no,no
111.45,111.45,two year,62,yes,yes
101.45,6695.7,month-to-month,63,yes,no
77.63,1785.49,two year,57,no,no
111.08,4887.52,month-to-month,9,no,no
49.58,148.74,month-to-month,56,yes,no
101.09,1213.08,month-to-month,48,yes,no
53.56,,month-to-month,17,yes,no
37.4,1421.2,month-to-month,60,no,yes
59.82,3888.3,month-to-month,14,no,no
113.44,4764.48,month-to-month,10,yes,no
56.83,2443.69,,66,,yes
108.91,2178.2,month-to-month,52,yes,no
115.41,6924.6,month-to-month,37,yes,yes
47.98,1151.52,month-to-month,43,no,no
87.55,6040.95,,10,no,no
54.73,218.92,month-to-month,49,yes,yes
95.53,1241.89,two year,42,no,no
114.08,,two year,48,no,no
99.85,4293.55,month-to-month,26,no,no
43.15,1769.15,one year,10,no,no
46.83,1685.88,month-to-month,21,yes,no
105.16,5573.48,one year,59,no,yes
35.39,106.17,month-to-month,62,no,no
81.82,1963.68,one year,28,yes,no
65.34,3528.36,one year,19,no,no
102.12,3982.68,one year,61,yes,no
45.86,412.74,one year,17,no,no
108.1,5296.9,one year,19,no,no
42.52,2721.28,two year,17,no,no
108.72,1630.8,one year,54,no,yes
99.69,598.14,month-to-month,72,,no
71.23,569.84,two year,4,,yes
98.2,6874,one year,14,yes,no
115.78,3936.52,two year,22,no,no
103.26,2374.98,one year,15,no,yes
,7536.06,month-to-month,7,yes,no
56.83,1250.26,month-to-month,67,yes,no
30.54,732.96,one year,29,yes,yes
109.35,5030.1,one year,64,no,yes
26.49,1033.11,month-to-month,58,yes,yes
101.2,809.6,two year,67,no,no
69.19,899.47,two year,44,no,yes
87.85,2723.35,month-to-month,9,yes,yes
29.97,1618.38,month-to-month,1,yes,no
53.83,53.83,month-to-month,58,no,yes
75.43,4676.66,month-to-month,51,yes,no
52.52,1313,two year,54,no,no
36.88,110.64,two year,33,yes,no
42.49,637.35,one year,19,no,no
74.86,2470.38,month-to-month,41,yes,no
49.19,1869.22,month-to-month,39,no,no
107.34,5903.7,one year,68,no,no
27.22,544.4,one year,63,yes,no
110.22,3196.38,one year,21,no,no
20.2,60.6,two year,71,no,no
24.57,221.13,month-to-month,70,no,yes
95.21,4665.29,one year,37,yes,yes
74.17,2818.46,month-to-month,16,no,no
41.63,1665.2,two year,39,yes,no
63.62,1081.54,month-to-month,37,no,no
92.89,92.89,month-to-month,50,yes,no
101.38,1419.32,,69,no,no
112.02,7953.42,two year,1,,yes
85.17,4854.69,month-to-month,50,yes,no
116.63,,month-to-month,63,,yes
51.63,2581.5,month-to-month,5,yes,yes
86.5,259.5,month-to-month,5,yes,no
27.68,415.2,month-to-month,52,yes,yes
101.99,6629.35,month-to-month,63,no,no
119.15,3097.9,two year,13,no,no
69.9,4893,two year,6,no,no
89.75,3679.75,one year,33,yes,no
92.04,4049.76,,53,no,no
112.32,561.6,,61,no,no
79.36,1984,month-to-month,70,no,yes
73.93,3326.85,two year,71,,no
114.47,5265.62,month-to-month,64,yes,no
51.29,1179.67,month-to-month,36,no,no
25.13,577.99,one year,62,no,yes
118.25,354.75,one year,43,yes,no
91.32,91.32,month-to-month,55,no,yes
79.35,1110.9,two year,28,yes,yes
68.47,2670.33,two year,41,yes,yes
34.16,717.36,month-to-month,29,no,no
43.19,1166.13,month-to-month,20,,no
37.97,1860.53,two year,47,no,no
83.8,2765.4,month-to-month,39,,yes
30.12,542.16,month-to-month,43,no,no
80.17,3046.46,one year,49,no,yes
56.41,2651.27,two year,3,no,no
59.51,1725.79,month-to-month,55,no,yes
74.45,74.45,month-to-month,11,no,no
29.13,1252.59,month-to-month,47,yes,no
115.22,1613.08,month-to-month,55,yes,yes
110.81,3324.3,one year,35,,no
93.36,5321.52,month-to-month,56,yes,no
113.21,3735.93,month-to-month,11,yes,no
69.26,4294.12,month-to-month,23,no,no
49.31,1232.75,two year,21,yes,no
80.64,5483.52,one year,25,yes,no
94.54,1607.18,one year,24,no,yes
59.73,2867.04,month-to-month,41,yes,no
88.55,1328.25,month-to-month,71,yes,no
117.12,6441.6,one year,7,no,no
25.09,1078.87,one year,10,yes,yes
57.92,2780.16,two year,52,no,no
54.18,108.36,two year,63,yes,no
31.66,633.2,one year,60,no,no
54.52,3652.84,one year,52,,no
107.43,7627.53,two year,68,yes,no
76.8,1382.4,one year,71,,no
86.37,5959.53,month-to-month,21,no,yes
,58.32,one year,30,no,no
92.28,5721.36,month-to-month,29,yes,no
74.13,1186.08,month-to-month,31,yes,no
106.61,1066.1,month-to-month,12,yes,yes
40.75,2322.75,two year,8,no,no
30.53,793.78,month-to-month,67,yes,no
106.69,7468.3,two year,15,yes,no
32.53,487.95,month-to-month,15,no,no
41.07,1026.75,two year,30,,no
38.23,1261.59,one year,10,yes,yes
90.47,3709.27,month-to-month,70,yes,no
36.7,1211.1,two year,10,no,no
101.55,3757.35,two year,17,no,no
50.98,1478.42,month-to-month,17,,yes
55.23,1712.13,one year,9,yes,no
47.47,3370.37,two year,23,no,yes
71.57,3077.51,month-to-month,59,no,no
102.41,2765.07,month-to-month,23,no,no
42.7,2049.6,two year,72,no,no
38.82,77.64,month-to-month,5,yes,yes
47.7,,two year,43,no,yes
26.56,265.6,two year,44,no,no
58.42,2862.58,two year,36,yes,no
92.49,3607.11,one year,2,no,no
32.67,1698.84,month-to-month,48,yes,no
81.83,1472.94,month-to-month,26,yes,no
87.27,4014.42,month-to-month,21,yes,no
,1677.65,month-to-month,14,yes,no
56.02,1064.38,two year,48,no,no
102.26,2761.02,month-to-month,68,yes,no
98.9,3758.2,month-to-month,59,no,no
25.17,75.51,,5,no,no
45.82,2840.84,month-to-month,69,no,yes
71.32,2068.28,one year,17,yes,yes
73.66,2651.76,two year,5,no,no
29.37,1497.87,one year,4,no,yes
42.97,1289.1,,28,no,no
78.3,4306.5,two year,24,yes,no
115.96,3478.8,one year,33,no,no
45.32,725.12,month-to-month,17,,no
57.45,746.85,one year,23,no,no
20.02,240.24,one year,50,yes,no
29.95,299.5,one year,63,yes,no
117.72,7534.08,month-to-month,32,no,yes
42.85,2399.6,month-to-month,47,yes,no
54.59,3875.89,one year,46,yes,no
44.6,2899,one year,31,no,no
86.72,2081.28,one year,27,no,yes
41.52,622.8,month-to-month,23,no,no
36.7,1137.7,one year,69,no,no
89.5,626.5,one year,23,no,yes
66.67,1666.75,one year,30,no,no
109.11,2618.64,two year,53,,yes
,965.51,two year,61,no,no
21.49,64.47,month-to-month,70,no,no
76.04,3954.08,one year,31,yes,no
